rank,name3,count,length
1371,hayward,41,7
1372,hampshire,41,9
1373,cleveland,41,9
1374,english,41,7
1375,manuka,41,6
1376,carbine,41,7
1377,rowland,41,7
1378,pound,41,5
1379,pritchard,41,9
1380,vera,41,4
1381,newcastle,41,9
1382,june,41,4
1383,ida,41,3
1384,yates,41,5
1385,sylvia,41,6
1386,wandoo,41,6
1387,jeffrey,41,7
1388,silky oak,41,9
1389,kinross,41,7
1390,mcfarlane,41,9
1391,gunn,41,4
1392,teak,41,4
1393,youngs,41,6
1394,best,41,4
1395,boree,41,5
1396,stacey,41,6
1397,selby,41,5
1398,kokoda,41,6
1399,mortimer,41,8
1400,the strand,41,10
1401,illawong,41,8
1402,belvedere,41,9
1403,jacana,41,6
1404,clydesdale,41,10
1405,abelia,40,6
1406,somers,40,6
1407,ferris,40,6
1408,melissa,40,7
1409,oswald,40,6
1410,finlay,40,6
1411,mccallum,40,8
1412,sophia,40,6
1413,monterey,40,8
1414,eureka,40,6
1415,lyndhurst,40,9
1416,riviera,40,7
1417,dobson,40,6
1418,kalimna,40,7
1419,gumnut,40,6
1420,horizon,40,7
1421,annie,40,5
1422,melba,40,5
1423,surf,40,4
1424,steel,40,5
1425,valencia,40,8
1426,don,40,3
1427,valentine,40,9
1428,jacob,40,5
1429,fairfield,40,9
1430,moonah,40,6
1431,springvale,40,10
1432,kite,40,4
1433,blyth,40,5
1434,woodstock,40,9
1435,julie,40,5
1436,university,40,10
1437,lotus,40,5
1438,tristania,40,9
1439,galway,40,6
1440,mcinnes,40,7
1441,salmon,40,6
1442,camden,40,6
1443,ashwood,40,7
1444,frost,40,5
1445,collier,40,7
1446,settlement,40,10
1447,winton,40,6
1448,linton,40,6
1449,paringa,40,7
1450,ashby,40,5
1451,brockman,40,8
1452,noel,40,4
1453,foley,40,5
1454,jellicoe,40,8
1455,cahill,40,6
1456,eleanor,40,7
1457,vivian,40,6
1458,bronte,40,6
1459,perth,40,5
1460,godfrey,40,7
1461,partridge,40,9
1462,matheson,40,8
1463,prior,39,5
1464,jacobs,39,6
1465,brooklyn,39,8
1466,stanford,39,8
1467,mclachlan,39,9
1468,thames,39,6
1469,wombat,39,6
1470,read,39,4
1471,batman,39,6
1472,apex,39,4
1473,blenheim,39,8
1474,stella,39,6
1475,cavendish,39,9
1476,marlin,39,6
1477,belinda,39,7
1478,crest,39,5
1479,bluff,39,5
1480,westwood,39,8
1481,mcrae,39,5
1482,aster,39,5
1483,deborah,39,7
1484,bird,39,4
1485,camerons,39,8
1486,donnelly,39,8
1487,bracken,39,7
1488,halls,39,5
1489,wattlebird,39,10
1490,tonkin,39,6
1491,florida,39,7
1492,belgrave,39,8
1493,pascoe,39,6
1494,clara,39,5
1495,plymouth,39,8
1496,barr,39,4
1497,constance,39,9
1498,lockyer,38,7
1499,laguna,38,6
1500,wyatt,38,5
1501,langley,38,7
1502,havelock,38,8
1503,woolshed,38,8
1504,summerhill,38,10
1505,barber,38,6
1506,briar,38,5
1507,katrina,38,7
1508,garfield,38,8
1509,blanche,38,7
1510,braemar,38,7
1511,tallowood,38,9
1512,nautilus,38,8
1513,lane,38,4
1514,camellia,38,8
1515,blamey,38,6
1516,bradman,38,7
1517,helena,38,6
1518,goldsmith,38,9
1519,broad,38,5
1520,gillies,38,7
1521,lauren,38,6
1522,border,38,6
1523,rees,38,4
1524,alder,38,5
1525,reeves,38,6
1526,lock,38,4
1527,carmen,38,6
1528,aspen,38,5
1529,exeter,38,6
1530,cochrane,38,8
1531,maude,38,5
1532,clements,38,8
1533,josephine,38,9
1534,cove,38,4
1535,pinewood,38,8
1536,bangalow,38,8
1537,alan,38,4
1538,pandanus,38,8
1539,anna,38,4
1540,wall,38,4
1541,swamp,37,5
1542,ivanhoe,37,7
1543,diana,37,5
1544,chatham,37,7
1545,drew,37,4
1546,protea,37,6
1547,draper,37,6
1548,nagle,37,5
1549,serpentine,37,10
1550,weaver,37,6
1551,kiama,37,5
1552,mclennan,37,8
1553,campbells,37,9
1554,howitt,37,6
1555,galloway,37,8
1556,cheviot,37,7
1557,capri,37,5
1558,waters,37,6
1559,waterside,37,9
1560,gale,37,4
1561,dawes,37,5
1562,tracey,37,6
1563,hickey,37,6
1564,telford,37,7
1565,candlebark,37,10
1566,sheffield,37,9
1567,willoughby,37,10
1568,brodie,37,6
1569,carmel,37,6
1570,ellesmere,37,9
1571,ashford,37,7
1572,boyle,37,5
1573,carpenter,37,9
1574,coles,37,5
1575,spinnaker,37,9
1576,barlow,37,6
1577,burwood,37,7
1578,enfield,37,7
1579,farm,37,4
1580,bloodwood,37,9
1581,ralph,37,5
1582,kylie,37,5
1583,island,37,6
1584,neil,37,4
1585,stock,37,5
1586,myers,37,5
1587,moores,37,6
1588,cadell,37,6
1589,connor,37,6
1590,star,37,4
1591,rowley,37,6
1592,emerson,37,7
1593,hepburn,37,7
1594,monarch,37,7
1595,murphys,36,7
1596,holloway,36,8
1597,mount view,36,10
1598,rutland,36,7
1599,whipbird,36,8
1600,cutler,36,6
1601,compton,36,7
1602,devonshire,36,10
1603,sampson,36,7
1604,karingal,36,8
1605,port,36,4
1606,dora,36,4
1607,marcus,36,6
1608,seabreeze,36,9
1609,harry,36,5
1610,burdekin,36,8
1611,mallard,36,7
1612,norma,36,5
1613,namoi,36,5
1614,grevillia,36,9
1615,beltana,36,7
1616,fitzpatrick,36,11
1617,nichols,36,7
1618,peregrine,36,9
1619,foreshore,36,9
1620,coates,36,6
1621,leith,36,5
1622,nairn,36,5
1623,bauhinia,36,8
1624,light,36,5
1625,yvonne,36,6
1626,birkdale,36,8
1627,aitken,36,6
1628,croft,36,5
1629,georgina,36,8
1630,domain,36,6
1631,fenwick,36,7
1632,araluen,36,7
1633,tully,36,5
1634,barcoo,36,6
1635,oban,36,4
1636,pratt,36,5
1637,glasgow,36,7
1638,landsborough,36,12
1639,ovens,36,5
1640,oberon,36,6
1641,rhodes,36,6
1642,possum,36,6
1643,cardiff,36,7
1644,elanora,36,7
1645,gawler,35,6
1646,autumn,35,6
1647,athol,35,5
1648,cooke,35,5
1649,jack,35,4
1650,saleyards,35,9
1651,private,35,7
1652,hinton,35,6
1653,bridgewater,35,11
1654,byrnes,35,6
1655,freshwater,35,10
1656,lakewood,35,8
1657,rundle,35,6
1658,cottonwood,35,10
1659,amos,35,4
1660,atherton,35,8
1661,flint,35,5
1662,cartwright,35,10
1663,schultz,35,7
1664,cairns,35,6
1665,peppertree,35,10
1666,easton,35,6
1667,hargrave,35,8
1668,nioka,35,5
1669,gertrude,35,8
1670,ozone,35,5
1671,redbank,35,7
1672,archibald,35,9
1673,solomon,35,7
1674,bateman,35,7
1675,strathmore,35,10
1676,retreat,35,7
1677,liberty,35,7
1678,windmill,35,8
1679,mcdougall,35,9
1680,sharon,35,6
1681,fulton,35,6
1682,maher,35,5
1683,bega,35,4
1684,currie,35,6
1685,mercer,35,6
1686,hugh,35,4
1687,airlie,35,6
1688,grand,35,5
1689,underwood,35,9
1690,sorrento,35,8
1691,lamont,35,6
1692,onslow,35,6
1693,bassett,35,7
1694,keane,35,5
1695,garland,34,7
1696,stonehaven,34,10
1697,frangipani,34,10
1698,downing,34,7
1699,allawah,34,7
1700,haines,34,6
1701,leo,34,3
1702,thorn,34,5
1703,walpole,34,7
1704,sundew,34,6
1705,allenby,34,7
1706,angela,34,6
1707,moira,34,5
1708,corbett,34,7
1709,mcarthur,34,8
1710,cummins,34,7
1711,shields,34,7
1712,brand,34,5
1713,kirk,34,4
1714,kirkwood,34,8
1715,withers,34,7
1716,bradshaw,34,8
1717,ware,34,4
1718,collingwood,34,11
1719,glenmore,34,8
1720,fry,34,3
1721,jessica,34,7
1722,buller,34,6
1723,lamb,34,4
1724,halifax,34,7
1725,ashburton,34,9
1726,weemala,34,7
1727,indigo,34,6
1728,spring creek,34,12
1729,searle,34,6
1730,st johns,34,8
1731,meadows,34,7
1732,starling,34,8
1733,cobb,34,4
1734,peppercorn,34,10
1735,kingsford,34,9
1736,lyon,34,4
1737,mariner,34,7
1738,dalrymple,34,9
1739,lomond,34,6
1740,clay,34,4
1741,imperial,34,8
1742,justin,34,6
1743,nicole,34,6
1744,lister,34,6
1745,whittaker,34,9
1746,clancy,34,6
1747,new england,34,11
1748,rivergum,34,8
1749,ireland,34,7
1750,majestic,34,8
1751,lockwood,34,8
1752,wiltshire,34,9
1753,manchester,34,10
1754,johnstone,34,9
1755,greenhill,34,9
1756,rodgers,34,7
1757,millar,34,6
1758,lobelia,34,7
1759,ayr,34,3
1760,macpherson,34,10
1761,hazelwood,34,9
1762,vanessa,34,7
1763,louis,34,5
1764,carnegie,34,8
1765,mitchells,34,9
1766,newport,34,7
1767,post office,34,11
1768,trent,34,5
1769,trevor,34,6
1770,hawker,34,6
1771,lorna,34,5
1772,hayden,33,6
1773,merlin,33,6
1774,shearer,33,7
1775,comet,33,5
1776,bevan,33,5
1777,greenfield,33,10
1778,bromley,33,7
1779,croydon,33,7
1780,natalie,33,7
1781,julian,33,6
1782,barossa,33,7
1783,platypus,33,8
1784,bertram,33,7
1785,nursery,33,7
1786,lancelot,33,8
1787,parkinson,33,9
1788,gleneagles,33,10
1789,troon,33,5
1790,hawk,33,4
1791,meridian,33,8
1792,montana,33,7
1793,knights,33,7
1794,eve,33,3
1795,dyson,33,5
1796,peterson,33,8
1797,bridges,33,7
1798,hanson,33,6
1799,stanhope,33,8
1800,spoonbill,33,9
1801,dryandra,33,8
1802,redfern,33,7
1803,premier,33,7
1804,skinner,33,7
1805,elaine,33,6
1806,eileen,33,6
1807,hawke,33,5
1808,rex,33,3
1809,brampton,33,8
1810,tait,33,4
1811,ivory,33,5
1812,valerie,33,7
1813,falls,33,5
1814,clement,33,7
1815,bloomfield,33,10
1816,leeds,33,5
1817,tyson,33,5
1818,rosehill,33,8
1819,bonney,33,6
1820,wendy,33,5
1821,mulberry,33,8
1822,anchorage,33,9
1823,woodbine,33,8
1824,cabernet,33,8
1825,willandra,33,9
1826,nightingale,33,11
1827,pike,33,4
1828,andersons,33,9
1829,georgia,33,7
1830,deep creek,33,10
1831,darlington,33,10
1832,crisp,33,5
1833,turners,33,7
1834,welsh,33,5
1835,harrier,33,7
1836,camelot,33,7
1837,clipper,33,7
1838,hayman,33,6
1839,barron,32,6
1840,brewer,32,6
1841,dalkeith,32,8
1842,longview,32,8
1843,hennessy,32,8
1844,johnsons,32,8
1845,grantham,32,8
1846,clinton,32,7
1847,dallas,32,6
1848,sunningdale,32,11
1849,kirra,32,5
1850,kara,32,4
1851,olsen,32,5
1852,davison,32,7
1853,dodd,32,4
1854,cummings,32,8
1855,northumberland,32,14
1856,lester,32,6
1857,marigold,32,8
1858,huxley,32,6
1859,tyrone,32,6
1860,anita,32,5
1861,gumtree,32,7
1862,marian,32,6
1863,timbertop,32,9
1864,cooks,32,5
1865,greta,32,5
1866,lynton,32,6
1867,langford,32,8
1868,carolyn,32,7
1869,aquarius,32,8
1870,kidman,32,6
1871,the boulevarde,32,14
1872,shell,32,5
1873,dickens,32,7
1874,inglewood,32,9
1875,gap,32,3
1876,laurie,32,6
1877,roseberry,32,9
1878,kiah,32,4
1879,bronzewing,32,10
1880,citrus,32,6
1881,curran,32,6
1882,masters,32,7
1883,mead,32,4
1884,rochester,32,9
1885,harriet,32,7
1886,diagonal,32,8
1887,broome,32,6
1888,anchor,32,6
1889,eastwood,32,8
1890,paxton,32,6
1891,dyer,32,4
1892,horton,32,6
1893,templeton,32,9
1894,japonica,32,8
1895,rosemont,32,8
1896,claire,32,6
1897,devlin,32,6
1898,cotton,32,6
1899,lara,32,4
1900,macleay,32,7
1901,beattie,32,7
1902,hobart,32,6
1903,springs,32,7
1904,edgewater,31,9
1905,lucinda,31,7
1906,love,31,4
1907,darley,31,6
1908,old mill,31,8
1909,nardoo,31,6
1910,oakmont,31,7
1911,chalmers,31,8
1912,cottage,31,7
1913,lakes,31,5
1914,hamersley,31,9
1915,turnberry,31,9
1916,bounty,31,6
1917,channel,31,7
1918,courtney,31,8
1919,streeton,31,8
1920,southern cross,31,14
1921,apsley,31,6
1922,ball,31,4
1923,meehan,31,6
1924,ambrose,31,7
1925,st albans,31,9
1926,gem,31,3
1927,connell,31,7
1928,law,31,3
1929,tecoma,31,6
1930,the parkway,31,11
1931,buchan,31,6
1932,rosa,31,4
1933,selkirk,31,7
1934,camelia,31,7
1935,leach,31,5
1936,browne,31,6
1937,greenhills,31,10
1938,severn,31,6
1939,carmody,31,7
1940,massey,31,6
1941,betts,31,5
1942,robina,31,6
1943,parnell,31,7
1944,lockhart,31,8
1945,lefroy,31,6
1946,cobham,31,6
1947,pepper,31,6
1948,lime,31,4
1949,clovelly,31,8
1950,kenilworth,31,10
1951,lexington,31,9
1952,leura,31,5
1953,three chain,31,11
1954,leopold,31,7
1955,acorn,31,5
1956,the terrace,31,11
1957,empire,31,6
1958,cleary,31,6
1959,rugby,31,5
1960,muriel,31,6
1961,kelso,31,5
1962,keppel,31,6
1963,viola,31,5
1964,percival,31,8
1965,vickers,31,7
1966,dobell,31,6
1967,singleton,31,9
1968,mccubbin,31,8
1969,oval,31,4
1970,wirraway,31,8
1971,cardigan,31,8
1972,fig,31,3
1973,doherty,31,7
1974,rickard,31,7
1975,back,31,4
1976,langdon,31,7
1977,condor,31,6
1978,mornington,31,10
1979,ring,31,4
1980,gore,31,4
1981,whitton,31,7
1982,carmichael,31,10
1983,tate,31,4
1984,chesterfield,31,12
1985,ti tree,30,7
1986,barrow,30,6
1987,watsons,30,7
1988,sunbird,30,7
1989,westbury,30,8
1990,belah,30,5
1991,beechwood,30,9
1992,heysen,30,6
1993,arden,30,5
1994,girraween,30,9
1995,verona,30,6
1996,kentia,30,6
1997,ailsa,30,5
1998,thelma,30,6
1999,whitby,30,6
2000,avocet,30,6
2001,joshua,30,6
2002,tathra,30,6
2003,warrigal,30,8
2004,travers,30,7
2005,binalong,30,8
2006,berwick,30,7
2007,gull,30,4
2008,tanner,30,6
2009,amethyst,30,8
2010,tambo,30,5
2011,barnard,30,7
2012,hackett,30,7
2013,tuart,30,5
2014,highbury,30,8
2015,gerald,30,6
2016,bendigo,30,7
2017,blacks,30,6
2018,doncaster,30,9
2019,hurley,30,6
2020,fielding,30,8
2021,shore,30,5
2022,yale,30,4
2023,muller,30,6
2024,dunns,30,5
2025,dunmore,30,7
2026,cabarita,30,8
2027,gallipoli,30,9
2028,solander,30,8
2029,dee,30,3
2030,lowan,30,5
2031,fawkner,30,7
2032,buxton,30,6
2033,mabel,30,5
2034,frome,30,5
2035,radiata,30,7
2036,slade,30,5
2037,ogilvie,30,7
2038,reginald,30,8
2039,farmer,30,6
2040,oaklands,30,8
2041,oakley,30,6
2042,melia,30,5
2043,martha,30,6
2044,dublin,30,6
2045,playford,30,8
2046,compass,30,7
2047,ewing,30,5
2048,champion,30,8
2049,royston,30,7
2050,genoa,30,5
2051,ravenswood,30,10
2052,moonlight,30,9
2053,penrose,30,7
2054,moresby,30,7
2055,northwood,30,9
2056,earls,30,5
2057,madeline,30,8
2058,marmion,30,7
2059,fairbairn,30,9
2060,rita,30,4
2061,elouera,30,7
2062,oriole,30,6
2063,dewar,30,5
2064,mermaid,30,7
2065,sawmill,30,7
2066,wylie,30,5
2067,spence,30,6
2068,pollard,30,7
2069,malabar,30,7
2070,nile,30,4
2071,fay,29,3
2072,conrad,29,6
2073,troy,29,4
2074,hare,29,4
2075,lea,29,3
2076,brookside,29,9
2077,gold,29,4
2078,woodford,29,8
2079,capricorn,29,9
2080,kawana,29,6
2081,cannon,29,6
2082,coach,29,5
2083,orlando,29,7
2084,orient,29,6
2085,saxon,29,5
2086,mcculloch,29,9
2087,harvest,29,7
2088,grenville,29,9
2089,buffalo,29,7
2090,carol,29,5
2091,leichardt,29,9
2092,pickering,29,9
2093,bennetts,29,8
2094,the ridge,29,9
2095,samantha,29,8
2096,the mews,29,8
2097,greenview,29,9
2098,mccabe,29,6
2099,waterfall,29,9
2100,laurina,29,7
2101,blue wren,29,9
2102,callaghan,29,9
2103,venus,29,5
2104,banool,29,6
2105,mistletoe,29,9
2106,landy,29,5
2107,murrays,29,7
2108,chaucer,29,7
2109,chatsworth,29,10
2110,vermont,29,7
2111,muirfield,29,9
2112,verbena,29,7
2113,botany,29,6
2114,centennial,29,10
2115,northern,29,8
2116,arnott,29,6
2117,springwood,29,10
2118,ballard,29,7
2119,maurice,29,7
2120,dianne,29,6
2121,chardonnay,29,10
2122,donovan,29,7
2123,storey,29,6
2124,yarran,29,6
2125,gemini,29,6
2126,tobin,29,5
2127,taunton,29,7
2128,days,29,4
2129,euston,29,6
2130,bush,29,4
2131,sage,29,4
2132,lascelles,29,9
2133,britannia,29,9
2134,midland,29,7
2135,greendale,29,9
2136,isabel,29,6
2137,bayside,29,7
2138,brandon,29,7
2139,glenbrook,29,9
2140,emery,29,5
2141,lansell,29,7
2142,llewellyn,29,9
2143,brian,29,5
2144,minerva,29,7
2145,hyland,29,6
2146,miranda,29,7
2147,joffre,28,6
2148,pauline,28,7
2149,peake,28,5
2150,cohen,28,5
2151,hollywood,28,9
2152,pelham,28,6
2153,chiswick,28,8
2154,marlock,28,7
2155,emperor,28,7
2156,jupiter,28,7
2157,princes highway service,28,23
2158,fairfax,28,7
2159,purcell,28,7
2160,macgregor,28,9
2161,chauvel,28,7
2162,everard,28,7
2163,cheltenham,28,10
2164,major,28,5
2165,farnham,28,7
2166,lyell,28,5
2167,lydia,28,5
2168,lyall,28,5
2169,villiers,28,8
2170,vintage,28,7
2171,cassandra,28,9
2172,azure,28,5
2173,manly,28,5
2174,greenvale,28,9
2175,harvard,28,7
2176,pier,28,4
2177,zamia,28,5
2178,audrey,28,6
2179,carina,28,6
2180,finlayson,28,9
2181,wards,28,5
2182,coorong,28,7
2183,halcyon,28,7
2184,brookfield,28,10
2185,glengarry,28,9
2186,mersey,28,6
2187,anembo,28,6
2188,laurence,28,8
2189,sharp,28,5
2190,wheatley,28,8
2191,terrigal,28,8
2192,slater,28,6
2193,seville,28,7
2194,serenity,28,8
2195,werona,28,6
2196,craven,28,6
2197,crampton,28,8
2198,cotswold,28,8
2199,dryden,28,6
2200,small,28,5
2201,seagull,28,7
2202,gillespie,28,9
2203,geoffrey,28,8
2204,wise,28,4
2205,garrett,28,7
2206,mount pleasant,28,14
2207,stawell,28,7
2208,spruce,28,6
2209,mona,28,4
2210,wimmera,28,7
2211,botanic,28,7
2212,bland,28,5
2213,lalor,28,5
2214,alkira,28,6
2215,inkerman,28,8
2216,dempster,28,8
2217,eddy,28,4
2218,factory,28,7
2219,kentucky,28,8
2220,sackville,28,9
2221,sandringham,28,11
2222,donegal,28,7
2223,cooma,28,5
2224,sanderson,28,9
2225,jay,28,3
2226,eldon,28,5
2227,bushland,28,8
2228,thorne,28,6
2229,bunker,28,6
2230,janice,28,6
2231,copeland,28,8
2232,sassafras,28,9
2233,mckinnon,28,8
2234,ryder,28,5
2235,olinda,28,6
2236,beck,28,4
2237,bullock,28,7
2238,condamine,27,9
2239,dell,27,4
2240,aston,27,5
2241,dent,27,4
2242,warbler,27,7
2243,asquith,27,7
2244,paisley,27,7
2245,blueberry,27,9
2246,diosma,27,6
2247,peak,27,4
2248,ventura,27,7
2249,mavis,27,5
2250,magenta,27,7
2251,excelsior,27,9
2252,myra,27,4
2253,hanover,27,7
2254,wilmot,27,6
2255,jacqueline,27,10
2256,grebe,27,5
2257,petersen,27,8
2258,webber,27,6
2259,jacks,27,5
2260,olivia,27,6
2261,oakland,27,7
2262,pipeline,27,8
2263,westbourne,27,10
2264,mckinlay,27,8
2265,o'keefe,27,7
2266,mathews,27,7
2267,atlantic,27,8
2268,merinda,27,7
2269,napoleon,27,8
2270,durack,27,6
2271,princeton,27,9
2272,woodburn,27,8
2273,isaac,27,5
2274,wildflower,27,10
2275,milner,27,6
2276,wildwood,27,8
2277,neill,27,5
2278,hester,27,6
2279,clearwater,27,10
2280,paton,27,5
2281,baileys,27,7
2282,lena,27,4
2283,rhonda,27,6
2284,fulham,27,6
2285,adamson,27,7
2286,temple,27,6
2287,ringwood,27,8
2288,fig tree,27,8
2289,rice,27,4
2290,renwick,27,7
2291,silkwood,27,8
2292,telegraph,27,9
2293,carnation,27,9
2294,reids,27,5
2295,truck,27,5
2296,bilby,27,5
2297,shetland,27,8
2298,sexton,27,6
2299,kiewa,27,5
2300,hoffman,27,7
2301,torquay,27,7
2302,romney,27,6
2303,the parade,27,10
2304,seaton,27,6
2305,rosebank,27,8
2306,flamingo,27,8
2307,fleetwood,27,9
2308,golding,27,7
2309,heathcote,27,9
2310,goldfinch,27,9
2311,lilly pilly,27,11
2312,timothy,27,7
2313,saint andrews,27,13
2314,saltwater,27,9
2315,tarcoola,27,8
2316,burra,27,5
2317,brae,27,4
2318,bremer,27,6
2319,highgate,27,8
2320,rachel,27,6
2321,quartz,27,6
2322,hargreaves,27,10
2323,kalang,27,6
2324,kooyong,27,7
2325,bowerbird,27,9
2326,hocking,27,7
2327,banyan,27,6
2328,hoddle,27,6
2329,silo,26,4
2330,gibbons,26,7
2331,acton,26,5
2332,old school,26,10
2333,corio,26,5
2334,kew,26,3
2335,cosgrove,26,8
2336,diamantina,26,10
2337,wembley,26,7
2338,bryan,26,5
2339,seabrook,26,8
2340,gwydir,26,6
2341,monica,26,6
2342,moray,26,5
2343,fortune,26,7
2344,eildon,26,6
2345,burgundy,26,8
2346,stubbs,26,6
2347,satinwood,26,9
2348,savage,26,6
2349,cope,26,4
2350,wattletree,26,10
2351,doris,26,5
2352,kyle,26,4
2353,hillier,26,7
2354,thirteenth,26,10
2355,morgans,26,7
2356,keswick,26,7
2357,buna,26,4
2358,jacka,26,5
2359,learmonth,26,9
2360,desmond,26,7
2361,friendship,26,10
2362,miami,26,5
2363,broadwater,26,10
2364,soldiers,26,8
2365,andrea,26,6
2366,drayton,26,7
2367,daffodil,26,8
2368,whitehead,26,9
2369,whitfield,26,9
2370,gladys,26,6
2371,larkin,26,6
2372,newlands,26,8
2373,drovers,26,7
2374,daley,26,5
2375,dalwood,26,7
2376,drury,26,5
2377,brock,26,5
2378,adele,26,5
2379,hector,26,6
2380,mellor,26,6
2381,leake,26,5
2382,neilson,26,7
2383,bow,26,3
2384,annette,26,7
2385,oakdale,26,7
2386,glenn,26,5
2387,o'neill,26,7
2388,paddington,26,10
2389,sewell,26,6
2390,nyora,26,5
2391,moffat,26,6
2392,sheehan,26,7
2393,inlet,26,5
2394,merlot,26,6
2395,currajong,26,9
2396,abercrombie,26,11
2397,peninsula,26,9
2398,faulkner,26,8
2399,bannister,26,9
2400,powers,26,6
2401,camira,26,6
2402,campaspe,26,8
2403,healy,26,5
2404,robson,26,6
2405,back creek,26,10
2406,headland,26,8
2407,robe,26,4
2408,lyndon,26,6
2409,farrer,26,6
2410,greenbank,26,9
2411,riversdale,26,10
2412,gretel,26,6
2413,homebush,26,8
2414,prescott,26,8
2415,grenfell,26,8
2416,piccadilly,26,10
2417,goulburn valley,26,15
2418,epsom,26,5
2419,ferrier,26,7
2420,civic,26,5
2421,tiffany,26,7
2422,carnoustie,26,10
2423,regatta,26,7
2424,maloney,26,7
2425,plunkett,26,8
2426,carters,26,7
2427,esperance,26,9
2428,esther,26,6
2429,flagstaff,26,9
2430,rayner,26,6
2431,belair,26,6
2432,quamby,26,6
2433,parkers,26,7
2434,connolly,26,8
2435,yamba,26,5
2436,timor,26,5
2437,vaucluse,26,8
2438,aroona,26,6
2439,mackie,26,6
2440,prices,26,6
2441,jeffery,26,7
2442,palomino,26,8
2443,paynes,26,6
